date,rain,temp,humidity,wind,pressure,date_normalized,location,rain_category
2020-08-06,0.75,21.4,50.0,18.3,992.8,7,3.0,2.0
2020-08-25,76.0,20.4,63.2,30.4,1013.8,7,1.0,0.0
2020-09-03,160.99,32.3,79.1,18.7,990.2,8,2.0,0.0
2020-09-03,83.59,35.6,43.8,9.9,991.9,8,0.0,0.0
2020-09-07,75.47,18.1,99.6,16.6,993.3,8,3.0,0.0
2020-09-18,140.2,35.5,89.6,3.9,1014.8,8,3.0,0.0
2020-09-23,21.95,30.8,97.0,16.8,1015.5,8,2.0,1.0
2020-10-05,120.69,20.0,59.9,22.2,1002.8,9,2.0,0.0
2020-10-10,39.22,37.3,94.0,32.7,1010.6,9,4.0,1.0
2020-10-19,101.33,22.9,89.0,14.9,1004.3,9,0.0,0.0
2020-11-03,66.35,30.3,83.4,6.8,1006.6,10,0.0,0.0
2020-11-19,130.65,22.2,64.8,13.5,1018.7,10,3.0,0.0
2020-11-21,62.81,36.9,62.7,27.4,992.5,10,1.0,0.0
2020-11-28,186.39,36.1,43.2,12.7,1015.0,10,0.0,0.0
2020-12-07,148.74,32.6,66.2,33.0,1017.9,11,1.0,0.0
2020-12-14,3.59,25.0,77.9,38.8,1012.3,11,1.0,2.0
2021-01-15,98.26,25.5,43.3,37.7,1019.1,12,2.0,0.0
2021-02-06,125.96,22.5,48.0,25.6,1014.5,13,2.0,0.0
2020-01-01,71.02,33.5,69.0,9.0,1008.8,0,2.0,0.0
2020-01-21,158.89,34.6,49.9,6.4,1005.8,0,3.0,0.0
2020-02-04,163.06,35.7,71.4,27.5,1012.1,1,1.0,0.0
2020-02-12,106.5,29.1,99.8,35.9,1004.3,1,1.0,0.0
2020-02-15,38.07,28.5,99.1,18.0,994.7,1,0.0,1.0
2020-02-27,37.34,28.1,43.3,3.4,1015.7,1,4.0,1.0
2020-03-02,73.98,20.7,89.2,12.5,990.4,2,3.0,0.0
2020-03-11,5.21,21.7,90.5,32.5,1017.2,2,3.0,2.0
2020-03-18,163.16,35.3,43.3,20.0,1017.0,2,2.0,0.0
2020-03-26,148.62,18.9,58.3,1.5,1003.8,2,1.0,0.0
2020-03-31,72.55,30.4,60.3,8.4,1016.4,2,1.0,0.0
2020-04-02,73.08,18.1,95.7,7.3,1006.5,3,0.0,0.0
2020-04-13,193.63,21.6,54.6,34.3,1010.5,3,1.0,0.0
2020-04-24,134.58,21.5,48.4,23.1,1019.3,3,3.0,0.0
2020-04-29,133.03,36.8,49.1,18.7,1010.7,3,2.0,0.0
2020-05-02,78.68,36.7,90.8,19.1,1002.4,4,3.0,0.0
2020-05-05,53.92,25.0,95.7,11.3,1005.0,4,0.0,0.0
2020-05-16,179.71,32.3,55.5,4.0,993.9,4,3.0,0.0
2020-05-17,108.13,35.4,43.2,32.6,1018.7,4,3.0,0.0
2020-05-21,59.56,18.7,72.4,4.3,997.7,4,0.0,0.0
2020-06-01,64.22,35.7,83.1,38.3,1000.7,5,3.0,0.0
2020-06-09,22.14,36.9,73.6,24.3,995.5,5,0.0,1.0
2020-06-10,105.48,32.4,61.6,28.9,1008.7,5,2.0,0.0
2020-06-14,61.46,24.9,91.6,16.2,1015.1,5,3.0,0.0
2020-07-06,135.83,24.4,49.9,11.6,1010.2,6,1.0,0.0
2020-07-07,6.7,33.1,71.8,8.9,1000.6,6,3.0,2.0
2020-07-12,90.17,37.4,95.2,20.7,1000.4,6,1.0,0.0
2020-07-17,96.71,26.4,56.9,8.3,1019.7,6,0.0,0.0
2020-07-26,79.82,37.6,83.4,8.2,998.6,6,3.0,0.0
2020-07-30,40.64,25.8,55.1,38.9,998.2,6,3.0,1.0
2020-07-31,42.01,30.3,83.7,23.3,997.0,6,1.0,1.0
2020-08-10,2.11,25.6,94.8,28.5,1010.6,7,4.0,2.0
2020-08-20,79.74,28.3,96.7,17.0,1020.0,7,4.0,0.0
2020-09-05,156.85,19.0,45.9,16.5,993.4,8,2.0,0.0
2020-09-09,175.58,33.9,75.4,2.8,1012.3,8,3.0,0.0
2020-09-16,37.17,22.0,94.4,21.2,992.3,8,3.0,1.0
2020-09-20,120.48,29.8,80.6,8.3,996.1,8,4.0,0.0
2020-09-21,196.67,21.2,49.0,5.2,1003.7,8,2.0,0.0
2020-09-23,56.54,31.3,74.4,7.7,1019.7,8,3.0,0.0
2020-10-09,197.85,20.2,70.9,1.0,997.3,9,1.0,0.0
2020-11-01,27.0,23.7,96.3,30.6,1019.5,10,1.0,1.0
2020-11-10,156.78,18.6,94.0,36.0,1006.9,10,3.0,0.0
2020-11-10,77.2,19.9,65.3,22.6,1001.2,10,0.0,0.0
2020-11-16,168.91,21.9,87.1,1.9,1001.3,10,3.0,0.0
2020-11-21,162.53,19.1,70.6,3.3,1003.0,10,1.0,0.0
2020-11-29,165.24,25.0,57.5,22.8,1013.5,10,1.0,0.0
2020-12-01,28.0,22.0,66.2,27.1,1011.4,11,3.0,1.0
2020-12-03,61.97,28.6,98.7,6.3,999.2,11,1.0,0.0
2020-12-04,71.93,21.8,42.3,1.9,996.1,11,3.0,0.0
2020-12-19,75.19,26.1,99.6,6.2,1004.5,11,2.0,0.0
2021-01-01,158.75,32.9,68.6,32.3,1008.7,12,3.0,0.0
2021-01-02,128.05,26.2,47.7,11.4,1018.3,12,1.0,0.0
2021-01-03,72.44,28.9,97.3,1.9,993.7,12,3.0,0.0
2021-01-16,157.28,29.4,53.5,13.3,993.3,12,1.0,0.0
2021-01-24,160.31,26.0,79.0,34.2,1011.5,12,3.0,0.0
2021-01-27,137.86,34.3,99.7,27.6,995.3,12,0.0,0.0
2020-01-12,81.68,29.7,48.6,22.7,1007.0,0,2.0,0.0
2020-01-22,194.22,32.9,79.4,27.8,1013.0,0,3.0,0.0
2020-02-17,12.29,34.6,99.1,19.6,995.4,1,4.0,2.0
2020-02-23,123.4,27.7,63.0,35.3,993.9,1,3.0,0.0
2020-03-08,99.93,19.5,99.0,33.4,1001.2,2,3.0,0.0
2020-03-09,101.57,33.6,85.0,9.2,1003.0,2,3.0,0.0
2020-03-12,6.4,23.0,53.5,29.0,1004.0,2,2.0,2.0
2020-04-18,72.22,34.8,41.2,27.2,1016.8,3,3.0,0.0
2020-05-01,180.68,24.2,79.4,10.9,1011.6,4,4.0,0.0
2020-05-03,111.55,36.4,66.6,36.8,991.4,4,4.0,0.0
2020-05-24,50.0,28.9,95.6,23.9,1009.6,4,4.0,1.0
2020-05-30,23.65,29.9,56.4,39.7,1011.3,4,1.0,1.0
2020-06-14,189.47,37.4,95.1,28.0,1001.7,5,1.0,0.0
2020-06-29,193.97,25.1,56.2,3.8,1013.7,5,1.0,0.0
2020-07-05,183.72,33.0,55.2,5.7,1007.5,6,4.0,0.0
2020-07-20,145.24,32.4,81.9,17.1,990.9,6,1.0,0.0
2020-07-27,6.22,26.9,64.5,38.3,990.8,6,3.0,2.0
2020-07-31,179.94,37.9,99.5,26.3,994.7,6,3.0,0.0
2020-09-16,135.03,33.7,76.5,28.6,1014.8,8,0.0,0.0
2020-10-05,184.08,24.9,76.8,22.1,990.6,9,4.0,0.0
2020-10-10,165.04,24.9,69.8,26.8,999.0,9,4.0,0.0
2020-10-13,40.31,27.1,61.4,25.2,1019.3,9,3.0,1.0
2020-10-19,152.58,22.5,77.5,15.7,995.0,9,4.0,0.0
2020-11-10,18.82,22.9,52.8,26.2,1017.4,10,0.0,2.0
2020-11-18,24.68,28.0,44.7,22.4,1003.4,10,4.0,1.0
2020-12-17,94.29,28.6,45.6,12.4,1000.1,11,1.0,0.0
2020-12-28,128.53,22.3,88.5,27.6,1000.1,11,0.0,0.0
2021-01-04,41.93,34.4,78.9,0.6,1014.0,12,4.0,1.0
2021-01-21,123.05,34.5,88.1,12.8,1002.4,12,3.0,0.0
2021-01-24,89.47,18.4,59.6,30.6,1001.1,12,2.0,0.0
2021-01-25,8.59,32.6,41.3,0.2,1015.4,12,3.0,2.0
2021-01-27,177.31,24.7,97.2,9.9,1012.7,12,0.0,0.0
2021-02-08,103.83,30.5,52.7,14.9,991.9,13,0.0,0.0
2020-01-04,31.13,18.8,41.0,16.3,1008.5,0,2.0,1.0
2020-02-05,37.46,22.0,44.5,28.7,1016.3,1,0.0,1.0
2020-02-09,118.53,26.0,60.9,19.9,1014.5,1,1.0,0.0
2020-02-11,154.32,30.4,52.9,27.4,992.5,1,0.0,0.0
2020-02-17,50.65,18.6,74.4,2.4,1004.0,1,2.0,0.0
2020-02-20,49.9,29.4,88.5,3.9,994.9,1,0.0,1.0
2020-02-29,139.77,27.9,46.4,13.8,1019.4,1,1.0,0.0
2020-03-05,150.92,35.7,61.0,14.4,1005.6,2,4.0,0.0
2020-03-13,104.79,23.4,46.9,17.4,991.9,2,0.0,0.0
2020-03-19,54.22,36.5,40.9,11.3,1018.2,2,2.0,0.0
2020-04-08,75.85,19.1,83.1,8.3,992.3,3,4.0,0.0
2020-04-09,27.05,29.9,98.5,21.0,1018.7,3,3.0,1.0
2020-05-09,151.22,25.0,66.4,28.8,1005.1,4,0.0,0.0
2020-05-19,26.29,21.2,88.7,9.5,991.4,4,2.0,1.0
2020-05-27,106.74,28.9,77.3,34.4,1007.6,4,1.0,0.0
2020-05-30,183.17,30.4,97.0,17.5,1007.7,4,2.0,0.0
2020-05-31,60.08,28.8,66.5,29.6,1006.3,4,2.0,0.0
2020-06-10,30.45,27.7,85.3,28.9,994.0,5,2.0,1.0
2020-06-23,112.71,25.3,64.3,25.4,994.7,5,0.0,0.0
2020-06-24,57.36,31.7,51.7,3.6,1009.6,5,0.0,0.0
2020-06-24,167.29,31.8,92.9,14.1,998.5,5,3.0,0.0
2020-07-01,126.11,24.9,45.4,14.2,1002.0,6,1.0,0.0
2020-07-02,46.16,25.1,59.0,33.6,1015.5,6,0.0,1.0
2020-07-05,100.4,30.2,57.3,6.3,1008.5,6,1.0,0.0
2020-09-02,147.84,28.2,63.6,1.7,1017.3,8,2.0,0.0
2020-09-08,187.98,18.1,72.1,4.9,995.8,8,0.0,0.0
2020-10-02,171.9,30.2,56.4,28.8,1013.4,9,2.0,0.0
2020-10-06,61.28,33.9,47.8,23.7,998.4,9,4.0,0.0
2020-10-10,136.71,27.5,72.6,14.9,1001.2,9,0.0,0.0
2020-10-20,108.54,20.6,70.8,35.3,994.1,9,3.0,0.0
2020-10-22,45.18,28.3,97.8,13.4,1016.1,9,0.0,1.0
2020-10-24,36.8,23.4,96.2,3.9,991.9,9,2.0,1.0
2020-11-02,21.23,27.4,48.8,1.8,1019.0,10,0.0,1.0
2020-11-03,165.47,19.5,86.6,24.9,1007.9,10,3.0,0.0
2020-11-22,41.39,33.4,43.0,32.3,996.3,10,4.0,1.0
2020-11-28,12.69,25.1,71.9,23.0,997.4,10,3.0,2.0
2020-12-05,34.29,29.2,82.0,13.1,990.5,11,2.0,1.0
2020-12-05,113.44,29.5,81.1,24.3,1014.6,11,3.0,0.0
2020-12-22,124.42,28.8,50.1,17.0,991.6,11,0.0,0.0
2021-01-04,161.75,23.7,84.9,3.1,1019.0,12,4.0,0.0
2021-01-11,71.61,18.7,75.3,32.4,1009.3,12,4.0,0.0
2021-01-26,83.66,30.1,98.0,35.3,1017.2,12,2.0,0.0
2021-01-29,60.6,30.1,90.3,5.3,990.5,12,0.0,0.0
2021-02-06,26.02,27.7,41.9,39.1,1015.1,13,0.0,1.0
2021-02-11,6.86,35.4,56.9,23.6,1002.7,13,4.0,2.0
2021-02-12,131.58,36.9,68.1,2.0,992.4,13,3.0,0.0
2021-02-19,25.96,20.6,71.3,20.6,1009.9,13,0.0,1.0
2020-01-03,127.81,19.1,49.6,13.3,993.1,0,0.0,0.0
2020-01-05,104.77,24.5,88.9,21.3,1011.7,0,3.0,0.0
2020-01-09,56.38,24.0,73.9,31.7,995.8,0,3.0,0.0
2020-01-19,100.82,33.2,58.5,15.9,993.2,0,3.0,0.0
2020-02-18,37.78,36.2,93.0,31.9,1002.8,1,1.0,1.0
2020-02-18,47.8,18.7,97.2,17.1,1011.3,1,3.0,1.0
2020-02-22,56.93,34.9,77.8,24.7,1014.4,1,4.0,0.0
2020-03-03,159.92,19.2,48.5,33.6,991.1,2,1.0,0.0
2020-03-16,74.02,21.4,55.5,37.1,1001.0,2,0.0,0.0
2020-04-09,90.46,31.0,63.6,32.4,1007.7,3,0.0,0.0
2020-04-20,115.64,23.7,60.3,17.8,1000.0,3,1.0,0.0
2020-04-21,123.53,31.1,62.3,28.8,991.4,3,0.0,0.0
2020-05-04,28.97,21.3,98.7,36.1,1013.9,4,2.0,1.0
2020-05-06,130.54,19.8,79.4,26.4,1009.4,4,1.0,0.0
2020-05-07,195.21,22.1,86.8,32.6,1005.0,4,1.0,0.0
2020-05-14,120.72,32.7,56.0,13.0,1015.2,4,2.0,0.0
2020-05-28,56.86,34.0,50.7,12.2,1003.1,4,2.0,0.0
2020-06-02,109.89,18.0,56.1,13.9,1014.5,5,0.0,0.0
2020-06-06,187.25,34.2,72.5,29.0,1004.0,5,1.0,0.0
2020-06-25,150.75,21.6,63.7,17.0,994.4,5,1.0,0.0
2020-06-26,185.94,21.0,53.4,31.2,1018.1,5,3.0,0.0
2020-06-28,183.03,33.8,60.4,24.0,1004.1,5,1.0,0.0
2020-07-02,179.9,33.7,75.7,35.3,1012.3,6,3.0,0.0
2020-07-03,3.91,23.8,73.4,33.9,1015.4,6,1.0,2.0
2020-07-12,167.45,31.3,94.2,7.5,993.5,6,3.0,0.0
2020-07-22,7.66,29.3,67.3,37.4,1007.3,6,2.0,2.0
2020-07-23,148.9,34.4,52.6,33.7,996.2,6,2.0,0.0
2020-07-24,188.1,29.6,72.8,16.5,1004.9,6,0.0,0.0
2020-07-25,108.25,25.2,63.6,25.2,1000.8,6,4.0,0.0
2020-08-07,167.45,18.7,59.8,14.3,1008.7,7,0.0,0.0
2020-08-11,144.45,33.0,77.7,37.1,1001.6,7,0.0,0.0
2020-08-23,15.02,25.7,44.9,20.0,1010.9,7,2.0,2.0
2020-08-27,188.6,25.7,44.4,17.3,1015.9,7,0.0,0.0
2020-08-28,135.99,24.8,78.9,19.7,1019.2,7,4.0,0.0
2020-09-05,180.48,24.6,75.0,26.7,1014.1,8,1.0,0.0
2020-09-05,130.86,21.3,55.8,24.6,1016.6,8,1.0,0.0
2020-09-10,168.59,22.7,43.8,26.5,992.8,8,3.0,0.0
2020-09-11,7.01,31.3,77.0,22.4,1006.8,8,2.0,2.0
2020-09-21,109.57,32.7,76.4,34.6,1012.2,8,2.0,0.0
2020-10-05,27.12,35.1,45.5,8.7,1017.7,9,3.0,1.0
2020-10-09,73.18,33.7,86.5,0.1,1002.0,9,2.0,0.0
2020-10-10,75.62,19.3,41.0,24.1,993.5,9,4.0,0.0
2020-10-17,118.22,18.7,89.0,34.1,991.0,9,4.0,0.0
2020-11-22,113.56,18.9,82.5,8.5,1015.6,10,0.0,0.0
2020-11-26,87.45,29.7,42.2,21.4,993.9,10,1.0,0.0
2020-11-30,109.5,25.5,55.3,11.2,1001.8,10,4.0,0.0
2020-12-15,77.19,27.9,79.3,33.5,1017.9,11,4.0,0.0
2020-12-22,11.69,25.1,82.7,37.6,993.2,11,4.0,2.0
2021-01-18,2.88,31.4,95.4,19.3,1009.5,12,0.0,2.0
2021-01-24,100.87,36.9,97.9,3.5,1001.7,12,0.0,0.0
2021-01-29,84.05,33.1,68.2,32.8,996.8,12,4.0,0.0
2021-02-01,98.45,22.4,40.2,39.2,1001.0,13,2.0,0.0
2021-02-02,127.08,19.9,70.9,14.0,992.7,13,3.0,0.0
2021-02-08,26.19,34.4,60.7,22.6,997.1,13,0.0,1.0
2021-02-09,38.58,34.7,73.4,24.7,1014.8,13,4.0,1.0
2020-01-23,5.3,31.3,41.4,18.1,996.6,0,0.0,2.0
2020-01-25,127.12,22.5,75.0,16.0,995.7,0,3.0,0.0
2020-02-03,188.4,21.1,67.4,23.5,1010.2,1,2.0,0.0
2020-02-10,100.95,22.5,96.1,7.6,993.7,1,2.0,0.0
2020-02-26,23.89,21.4,90.3,11.2,1002.4,1,3.0,1.0
2020-03-23,165.37,19.9,61.9,37.6,1010.7,2,3.0,0.0
2020-04-08,123.35,18.7,61.9,13.6,992.8,3,1.0,0.0
2020-04-27,96.53,18.0,51.8,16.6,1019.2,3,4.0,0.0
2020-04-27,43.26,24.4,85.6,31.2,1012.5,3,3.0,1.0
2020-05-09,166.1,31.6,47.6,25.7,990.7,4,3.0,0.0
2020-06-05,22.09,18.8,46.7,32.4,1018.7,5,4.0,1.0
2020-06-23,100.62,25.8,84.3,4.5,1007.4,5,2.0,0.0
2020-06-27,66.57,20.8,63.5,6.0,1019.2,5,3.0,0.0
2020-06-28,95.68,19.9,45.3,28.0,1000.7,5,4.0,0.0
2020-06-28,155.12,28.3,84.0,9.7,993.3,5,0.0,0.0
2020-07-03,75.31,34.2,88.2,11.0,1002.0,6,3.0,0.0
2020-07-17,7.7,26.8,50.9,13.2,993.4,6,1.0,2.0
2020-07-17,156.43,37.9,44.3,4.6,1010.6,6,2.0,0.0
2020-07-21,181.26,27.0,60.6,13.6,998.7,6,1.0,0.0
2020-07-30,5.68,26.2,64.5,19.7,1008.1,6,4.0,2.0
2020-08-04,9.85,25.7,42.4,31.3,1003.4,7,4.0,2.0
2020-08-08,140.47,36.7,59.6,31.4,1018.0,7,2.0,0.0
2020-08-23,82.31,19.4,60.0,22.9,994.4,7,0.0,0.0
2020-09-06,109.02,25.6,93.8,27.4,994.7,8,1.0,0.0
2020-09-12,169.85,35.1,42.2,13.3,1017.9,8,1.0,0.0
2020-09-23,133.38,29.1,71.1,32.6,1015.8,8,3.0,0.0
2020-09-25,125.36,30.8,87.8,3.6,992.9,8,1.0,0.0
2020-10-10,151.64,22.3,92.6,11.5,1007.2,9,4.0,0.0
2020-10-13,153.08,26.7,52.7,30.3,1001.4,9,0.0,0.0
2020-10-17,25.74,37.0,65.4,12.1,998.3,9,3.0,1.0
2020-10-19,79.07,34.5,49.0,18.1,1013.4,9,3.0,0.0
2020-10-24,117.62,28.0,79.0,20.2,1006.3,9,1.0,0.0
2020-11-06,83.64,21.9,42.8,8.1,994.6,10,1.0,0.0
2020-11-23,186.06,37.2,90.0,17.3,1001.3,10,3.0,0.0
2020-12-04,95.98,22.8,58.6,36.7,1000.9,11,3.0,0.0
2020-12-07,100.49,35.3,76.5,29.0,1012.7,11,2.0,0.0
2021-01-03,88.46,25.2,68.0,21.9,1017.0,12,1.0,0.0
2021-01-05,148.37,29.7,42.5,33.1,1015.8,12,1.0,0.0
2021-01-12,112.18,37.4,97.3,11.2,1012.9,12,0.0,0.0
2021-01-13,85.86,36.9,89.1,0.5,993.6,12,2.0,0.0
2021-01-22,20.41,22.4,87.9,30.1,1007.6,12,1.0,1.0
2021-01-25,71.78,32.4,87.8,37.6,1008.1,12,4.0,0.0
2021-01-31,165.7,31.7,47.1,36.8,992.2,12,1.0,0.0
2021-02-07,27.91,31.4,89.7,30.4,1000.0,13,1.0,1.0
2021-02-20,62.44,32.5,48.8,36.7,996.1,13,4.0,0.0
2020-01-14,59.96,33.8,44.8,29.9,994.8,0,3.0,0.0
2020-01-15,33.7,37.0,62.4,22.1,1015.0,0,3.0,1.0
2020-01-16,165.52,22.8,82.5,6.3,995.3,0,4.0,0.0
2020-01-17,27.6,36.6,62.1,38.0,1017.0,0,3.0,1.0
2020-01-19,21.54,21.0,67.4,37.0,1006.4,0,1.0,1.0
2020-01-27,116.63,22.0,70.7,0.9,1014.5,0,0.0,0.0
2020-01-28,44.65,30.3,46.3,13.3,1001.7,0,0.0,1.0
2020-01-31,118.34,28.3,48.1,8.8,990.4,0,1.0,0.0
2020-02-04,12.18,37.2,62.1,23.3,1015.1,1,0.0,2.0
2020-02-08,147.92,22.7,99.0,24.9,995.7,1,2.0,0.0
2020-02-18,165.56,31.5,79.5,7.7,1014.6,1,2.0,0.0
2020-02-27,162.8,26.8,87.9,19.2,1000.6,1,2.0,0.0
2020-02-27,178.38,26.3,81.5,22.4,992.9,1,4.0,0.0
2020-02-29,129.35,20.5,83.4,38.5,991.6,1,0.0,0.0
2020-03-04,22.94,26.9,51.2,1.0,1007.7,2,3.0,1.0
2020-03-13,78.7,31.7,65.9,32.4,1015.0,2,0.0,0.0
2020-03-19,155.33,29.4,47.8,11.5,999.3,2,3.0,0.0
2020-03-25,18.0,32.2,50.6,5.5,1013.0,2,0.0,2.0
2020-04-03,115.58,23.5,87.0,14.8,1001.7,3,1.0,0.0
2020-04-07,24.67,31.6,85.7,11.4,990.6,3,1.0,1.0
2020-04-08,19.88,37.0,58.1,34.0,995.0,3,0.0,2.0
2020-04-29,151.87,28.9,49.9,17.8,1004.1,3,3.0,0.0
2020-05-03,47.31,31.2,82.1,10.0,993.0,4,2.0,1.0
2020-05-08,49.92,22.2,56.9,38.5,1002.6,4,4.0,1.0
2020-05-17,24.12,29.2,52.9,27.3,999.2,4,3.0,1.0
2020-05-22,40.5,31.0,47.1,20.9,997.0,4,4.0,1.0
2020-05-25,86.47,31.0,74.8,17.2,1012.5,4,3.0,0.0
2020-06-27,51.13,31.9,72.9,15.3,1007.3,5,2.0,0.0
2020-07-05,86.75,28.3,83.5,35.7,1013.8,6,1.0,0.0
2020-07-09,15.18,27.7,62.0,36.2,998.7,6,2.0,2.0
2020-07-11,114.15,36.4,69.3,25.3,996.7,6,2.0,0.0
2020-07-13,36.61,20.2,73.3,8.1,1005.4,6,4.0,1.0
2020-07-20,84.09,26.3,68.5,1.7,1013.7,6,2.0,0.0
2020-08-03,1.76,36.8,50.2,33.6,997.0,7,2.0,2.0
2020-08-05,42.09,28.1,89.8,31.0,997.1,7,4.0,1.0
2020-08-09,82.43,33.7,42.5,37.1,1008.0,7,0.0,0.0
2020-08-17,79.94,27.8,74.1,14.1,997.5,7,4.0,0.0
2020-08-22,0.61,29.1,76.2,12.6,1018.3,7,1.0,2.0
2020-09-21,19.79,33.4,82.0,14.5,1011.0,8,0.0,2.0
2020-09-22,138.9,30.3,85.3,3.9,1005.3,8,3.0,0.0
2020-09-25,96.13,30.5,47.7,4.3,993.9,8,3.0,0.0
2020-10-01,106.64,20.5,77.6,24.3,1003.8,9,1.0,0.0
2020-10-03,87.79,20.4,60.3,15.5,1005.1,9,2.0,0.0
2020-10-05,108.97,30.8,67.9,32.2,1005.7,9,2.0,0.0
2020-10-23,55.95,26.2,68.1,5.2,1019.4,9,3.0,0.0
2020-10-25,194.92,36.0,57.6,9.0,1002.0,9,0.0,0.0
2020-10-27,107.1,31.1,86.5,21.1,999.0,9,2.0,0.0
2020-10-31,119.62,24.3,44.9,33.8,998.4,9,2.0,0.0
2020-12-03,128.81,32.6,78.5,11.3,1007.2,11,0.0,0.0
2020-12-04,177.13,18.4,66.9,37.5,1009.1,11,4.0,0.0
2020-12-11,148.9,37.6,84.3,5.8,998.7,11,3.0,0.0
2020-12-21,133.43,19.3,94.9,31.9,997.4,11,0.0,0.0
2021-01-13,23.57,29.7,66.8,23.7,1009.3,12,1.0,1.0
2021-01-13,24.9,35.8,55.1,21.2,1018.7,12,0.0,1.0
2021-01-14,108.56,31.4,70.3,15.8,1009.3,12,1.0,0.0
2021-01-20,27.69,37.0,90.2,22.9,1004.8,12,1.0,1.0
2021-01-23,195.42,27.1,82.2,35.1,991.6,12,2.0,0.0
2021-01-31,119.33,21.7,69.7,24.5,994.8,12,2.0,0.0
2021-02-14,192.78,34.8,46.5,7.1,991.0,13,3.0,0.0
2021-02-16,129.2,28.6,87.7,32.0,990.1,13,3.0,0.0
2021-02-18,13.29,22.3,97.0,7.4,1008.8,13,0.0,2.0
2020-01-01,198.74,27.5,94.5,10.7,990.4,0,4.0,0.0
2020-01-06,184.06,34.1,77.0,19.8,1007.5,0,2.0,0.0
2020-01-10,83.04,36.4,75.2,7.6,994.8,0,2.0,0.0
2020-01-12,32.52,18.1,64.5,31.3,992.4,0,4.0,1.0
2020-01-21,87.44,26.4,95.8,29.8,999.0,0,2.0,0.0
2020-01-28,145.19,29.2,66.0,8.4,1019.9,0,4.0,0.0
2020-02-11,6.95,34.0,67.8,35.9,1001.8,1,2.0,2.0
2020-02-14,145.75,33.2,48.9,7.9,991.2,1,3.0,0.0
2020-02-17,143.07,35.8,49.8,4.2,991.4,1,0.0,0.0
2020-03-10,55.66,36.8,99.0,38.5,1003.3,2,0.0,0.0
2020-03-13,17.06,27.1,71.5,12.0,999.6,2,3.0,2.0
2020-03-26,92.72,27.9,48.9,23.8,1008.1,2,2.0,0.0
2020-03-30,86.31,18.7,79.1,36.6,1014.1,2,3.0,0.0
2020-03-31,107.96,37.9,71.9,14.3,1018.4,2,0.0,0.0
2020-04-09,157.47,31.7,75.1,0.9,998.4,3,1.0,0.0
2020-04-15,93.74,21.9,74.7,17.5,1008.8,3,2.0,0.0
2020-05-01,161.64,20.7,66.6,14.8,1008.0,4,2.0,0.0
2020-05-09,140.72,31.5,66.9,12.3,1005.7,4,3.0,0.0
2020-05-09,137.77,19.0,98.1,10.7,1000.8,4,1.0,0.0
2020-05-10,105.13,28.0,99.6,25.8,1000.1,4,2.0,0.0
2020-05-17,109.5,30.0,88.9,30.0,999.3,4,3.0,0.0
2020-05-21,141.62,34.5,60.7,6.7,991.8,4,3.0,0.0
2020-05-29,104.56,25.0,83.4,21.6,1019.7,4,2.0,0.0
2020-05-29,66.53,21.8,43.6,39.4,1007.3,4,1.0,0.0
2020-06-10,22.11,18.6,88.1,1.6,995.1,5,3.0,1.0
2020-06-23,145.9,24.3,77.8,2.6,1004.7,5,2.0,0.0
2020-08-02,32.6,31.5,51.8,11.5,999.4,7,0.0,1.0
2020-08-04,114.66,31.9,90.2,39.8,1018.8,7,1.0,0.0
2020-08-16,123.54,22.2,85.5,27.9,1000.1,7,0.0,0.0
2020-08-18,127.48,24.4,44.5,10.5,999.6,7,1.0,0.0
2020-08-21,13.55,33.3,50.5,27.2,990.2,7,3.0,2.0
2020-09-04,113.22,27.1,67.2,32.3,1016.3,8,1.0,0.0
2020-09-12,109.14,37.2,43.9,21.8,1002.4,8,4.0,0.0
2020-09-26,99.39,26.3,93.3,28.3,1016.2,8,2.0,0.0
2020-10-01,133.8,35.9,53.4,18.1,1001.0,9,3.0,0.0
2020-10-05,64.31,36.7,95.6,28.8,1005.4,9,2.0,0.0
2020-10-07,64.6,29.3,72.5,16.1,1011.2,9,4.0,0.0
2020-10-29,94.87,32.4,56.6,22.2,1011.4,9,1.0,0.0
2020-11-01,90.87,29.0,91.6,37.1,1007.6,10,2.0,0.0
2020-11-01,160.1,22.2,64.7,27.6,1004.8,10,3.0,0.0
2020-11-06,198.84,24.3,57.3,4.0,1013.6,10,2.0,0.0
2020-11-09,104.0,36.9,90.4,24.0,1003.4,10,1.0,0.0
2020-11-14,37.66,30.0,48.0,14.9,1003.3,10,0.0,1.0
2020-11-15,106.4,30.7,92.3,33.4,990.9,10,1.0,0.0
2020-11-21,134.46,29.7,94.4,4.8,1004.8,10,4.0,0.0
2020-11-25,106.9,32.5,95.5,33.5,1019.7,10,4.0,0.0
2020-12-05,60.98,20.1,72.1,22.8,1013.7,11,1.0,0.0
2020-12-06,76.26,25.7,77.0,29.9,1010.0,11,3.0,0.0
2020-12-07,0.14,32.4,71.4,32.5,1020.0,11,4.0,2.0
2020-12-18,192.82,37.5,64.9,37.2,1014.7,11,0.0,0.0
2020-12-18,97.02,22.2,49.1,7.6,1004.4,11,4.0,0.0
2020-12-22,68.82,23.9,82.3,14.5,995.3,11,3.0,0.0
2021-01-11,42.77,22.4,52.6,12.8,1001.6,12,2.0,1.0
2021-02-15,87.19,18.1,62.7,6.7,1015.0,13,4.0,0.0
2021-02-19,80.57,30.3,63.0,26.4,997.8,13,1.0,0.0
