date,location,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,pressure_hpa,rain_category,month,season
2020-03-06,Hcmc,23.29,35.0,42.5,33.9,1011.7,Moderate,3,spring
2020-03-11,Hanoi,134.02,29.9,51.2,38.1,1002.1,Heavy,3,spring
2020-03-16,Hue,142.88,18.7,42.1,11.6,1004.8,Heavy,3,spring
2020-04-08,Hcmc,56.46,30.5,75.1,19.0,1001.7,Heavy,4,spring
2020-04-18,Danang,130.82,30.3,96.9,39.3,1013.1,Heavy,4,spring
2020-04-28,Hue,147.68,34.2,77.8,14.7,996.1,Heavy,4,spring
2020-05-07,Danang,52.39,22.9,71.7,4.4,1011.2,Heavy,5,spring
2020-05-19,Hue,37.34,35.1,95.0,34.8,1009.8,Moderate,5,spring
2020-05-24,Danang,15.72,22.1,71.1,27.4,991.8,Light,5,spring
2020-05-27,Danang,32.27,21.8,42.6,7.1,1018.2,Moderate,5,spring
2020-06-11,Can Tho,152.93,24.8,58.8,6.3,1016.6,Heavy,6,summer
2020-06-15,Can Tho,24.76,26.1,80.3,9.5,1011.4,Moderate,6,summer
2020-06-17,Hcmc,51.65,31.3,78.9,18.6,1001.2,Heavy,6,summer
2020-06-18,Danang,149.02,35.9,54.9,1.7,1002.2,Heavy,6,summer
2020-06-30,Hue,181.63,32.1,69.8,0.3,1006.0,Heavy,6,summer
2020-07-02,Danang,152.36,18.0,64.4,15.6,1001.5,Heavy,7,summer
2020-07-02,Hanoi,182.93,35.8,42.7,29.8,1013.8,Heavy,7,summer
2020-07-08,Can Tho,115.55,21.9,99.9,4.0,996.6,Heavy,7,summer
2020-07-12,Hue,70.89,20.3,97.7,3.9,1016.0,Heavy,7,summer
2020-07-25,Hanoi,5.01,29.0,50.4,23.9,1015.2,Light,7,summer
2020-07-28,Hcmc,119.42,25.7,57.7,5.7,991.9,Heavy,7,summer
2020-07-31,Hcmc,102.0,26.4,95.4,25.1,1000.9,Heavy,7,summer
2020-08-06,Can Tho,50.2,35.3,88.0,25.8,1018.3,Heavy,8,summer
2020-08-20,Hanoi,60.46,21.5,42.5,8.4,1011.9,Heavy,8,summer
2020-08-22,Can Tho,48.09,29.0,65.6,31.0,1005.4,Moderate,8,summer
2020-08-24,Can Tho,93.55,20.4,92.4,23.2,1009.3,Heavy,8,summer
2020-09-10,Hcmc,151.15,36.6,58.2,36.9,1001.6,Heavy,9,autumn
2020-09-22,Hanoi,149.92,30.0,85.1,5.0,1018.5,Heavy,9,autumn
2020-09-30,Hanoi,169.71,19.4,51.6,5.9,1001.3,Heavy,9,autumn
2020-10-22,Hue,41.77,21.4,47.3,37.6,1007.3,Moderate,10,autumn
2020-10-31,Hanoi,186.91,32.0,43.9,18.3,996.4,Heavy,10,autumn
2020-11-01,Danang,128.98,30.4,89.7,34.2,1003.6,Heavy,11,autumn
2020-11-10,Hanoi,80.27,24.9,60.9,36.0,1008.2,Heavy,11,autumn
2020-11-21,Hue,103.6,24.8,52.5,5.1,1011.9,Heavy,11,autumn
2020-11-22,Hanoi,69.55,37.4,98.4,3.9,1007.5,Heavy,11,autumn
2020-12-09,Hcmc,182.87,27.3,52.4,35.3,993.6,Heavy,12,winter
2020-12-14,Can Tho,136.1,29.3,54.6,24.2,1013.1,Heavy,12,winter
2020-12-24,Can Tho,98.58,27.6,58.1,32.5,1014.9,Heavy,12,winter
2020-12-24,Can Tho,64.24,20.1,94.0,32.1,1005.5,Heavy,12,winter
2020-12-28,Can Tho,54.92,30.8,84.7,0.7,1009.7,Heavy,12,winter
2020-12-29,Hanoi,168.84,22.6,60.4,5.3,1002.5,Heavy,12,winter
2021-01-08,Danang,86.54,20.1,52.3,38.7,998.6,Heavy,1,winter
2021-01-13,Hcmc,71.94,28.4,47.9,4.2,1003.3,Heavy,1,winter
2021-01-18,Hcmc,144.69,26.9,56.8,12.5,1001.5,Heavy,1,winter
2021-01-21,Hcmc,139.34,20.9,68.9,21.0,1004.2,Heavy,1,winter
2021-01-25,Danang,167.67,30.1,92.3,28.7,997.8,Heavy,1,winter
2021-01-26,Hue,180.72,26.7,94.6,14.7,1015.9,Heavy,1,winter
2021-02-12,Hue,140.69,35.7,46.2,5.5,1013.3,Heavy,2,winter
2021-02-19,Hanoi,22.93,36.2,40.9,4.8,993.5,Moderate,2,winter
2020-01-07,Hanoi,121.71,20.0,65.0,32.0,1009.4,Heavy,1,winter
2020-01-17,Hue,47.08,32.3,86.9,14.1,1018.6,Moderate,1,winter
2020-01-25,Danang,186.7,21.2,98.1,25.1,1017.6,Heavy,1,winter
2020-02-16,Danang,69.97,27.2,54.1,34.6,996.8,Heavy,2,winter
2020-03-03,Danang,135.72,25.3,60.3,2.0,1013.8,Heavy,3,spring
2020-03-06,Hanoi,22.69,25.2,51.0,27.1,1009.2,Moderate,3,spring
2020-03-10,Danang,91.16,36.3,96.5,32.7,1007.0,Heavy,3,spring
2020-03-25,Hanoi,18.28,24.6,51.7,30.0,1003.6,Light,3,spring
2020-03-30,Hanoi,162.2,35.1,86.5,17.3,1017.9,Heavy,3,spring
2020-04-15,Can Tho,117.77,31.3,42.0,5.3,1012.4,Heavy,4,spring
2020-04-29,Hcmc,151.87,28.9,49.9,17.8,1004.1,Heavy,4,spring
2020-05-01,Hcmc,46.64,37.7,48.5,28.0,1007.3,Moderate,5,spring
2020-05-15,Can Tho,129.54,19.6,63.4,31.9,1004.7,Heavy,5,spring
2020-05-26,Hanoi,158.47,20.8,40.9,1.8,1001.6,Heavy,5,spring
2020-06-07,Hue,9.98,21.6,45.1,32.3,998.6,Light,6,summer
2020-06-09,Danang,146.72,33.9,85.1,28.9,999.2,Heavy,6,summer
2020-07-07,Danang,56.41,26.7,79.8,8.0,998.5,Heavy,7,summer
2020-07-13,Hue,52.31,28.5,59.2,32.8,992.1,Heavy,7,summer
2020-07-14,Danang,82.18,28.3,71.4,9.2,1019.2,Heavy,7,summer
2020-07-19,Hue,184.68,31.3,45.9,4.1,999.4,Heavy,7,summer
2020-07-19,Hanoi,166.27,29.0,93.3,29.3,1008.2,Heavy,7,summer
2020-07-20,Can Tho,78.05,34.8,71.4,32.0,1008.8,Heavy,7,summer
2020-08-20,Can Tho,49.92,37.6,90.5,22.3,994.3,Moderate,8,summer
2020-09-07,Hcmc,53.48,37.0,52.8,9.5,1018.5,Heavy,9,autumn
2020-09-13,Hue,133.33,19.5,49.0,13.7,999.7,Heavy,9,autumn
2020-09-15,Hue,115.31,30.3,78.6,2.5,993.2,Heavy,9,autumn
2020-10-03,Danang,149.6,33.9,77.1,37.2,995.5,Heavy,10,autumn
2020-10-06,Danang,135.95,29.4,77.1,7.6,1006.3,Heavy,10,autumn
2020-10-11,Danang,161.38,21.5,82.9,39.8,1014.3,Heavy,10,autumn
2020-10-13,Hanoi,11.45,25.8,78.3,30.6,1017.1,Light,10,autumn
2020-11-27,Hanoi,45.03,19.4,53.4,21.1,1007.5,Moderate,11,autumn
2020-12-15,Hue,114.46,26.2,49.7,39.7,994.4,Heavy,12,winter
2020-12-15,Hue,61.4,20.9,79.6,34.4,1000.6,Heavy,12,winter
2020-12-18,Can Tho,108.14,32.5,43.0,23.4,993.4,Heavy,12,winter
2020-12-25,Hue,76.21,27.3,72.3,0.3,1010.2,Heavy,12,winter
2021-01-05,Can Tho,31.76,21.8,76.7,16.3,996.0,Moderate,1,winter
2021-01-06,Hanoi,13.45,33.1,86.7,32.0,1002.6,Light,1,winter
2021-01-09,Danang,48.33,28.7,87.8,1.2,1003.6,Moderate,1,winter
2021-01-13,Can Tho,55.66,25.7,72.2,14.5,993.5,Heavy,1,winter
2021-01-14,Hue,16.15,31.3,41.4,15.9,1007.4,Light,1,winter
2021-01-27,Hcmc,176.11,36.6,82.8,4.7,1007.0,Heavy,1,winter
2021-02-10,Hcmc,41.03,23.7,93.9,20.4,994.7,Moderate,2,winter
2021-02-13,Hue,34.67,36.6,56.4,27.9,1003.4,Moderate,2,winter
2021-02-18,Hanoi,106.37,37.6,49.0,22.8,1019.5,Heavy,2,winter
2020-01-07,Hue,107.7,24.2,79.3,21.7,993.3,Heavy,1,winter
2020-01-19,Hanoi,59.58,26.4,91.9,26.8,1007.1,Heavy,1,winter
2020-01-23,Hue,117.67,37.7,48.4,38.2,1010.5,Heavy,1,winter
2020-01-31,Hanoi,36.21,29.6,71.6,2.6,1017.4,Moderate,1,winter
2020-02-13,Can Tho,3.88,25.0,42.3,5.1,1015.9,Light,2,winter
2020-03-05,Danang,177.13,21.3,67.6,39.9,997.3,Heavy,3,spring
2020-03-19,Hcmc,97.33,25.2,53.4,21.1,993.5,Heavy,3,spring
2020-04-05,Can Tho,71.52,33.0,52.0,22.5,992.4,Heavy,4,spring
2020-04-12,Hcmc,83.72,26.3,63.1,27.3,1017.7,Heavy,4,spring
2020-04-18,Can Tho,167.63,32.1,85.0,13.1,1018.1,Heavy,4,spring
2020-05-02,Hue,0.04,23.6,96.4,4.5,997.7,None,5,spring
2020-05-23,Can Tho,100.32,25.3,83.2,21.6,995.3,Heavy,5,spring
2020-06-07,Danang,75.58,20.4,82.7,3.5,1018.4,Heavy,6,summer
2020-06-16,Hue,16.68,31.8,64.9,36.5,1005.7,Light,6,summer
2020-06-16,Hcmc,150.27,35.5,47.4,0.3,999.0,Heavy,6,summer
2020-06-19,Hue,109.7,22.3,81.6,39.9,1012.3,Heavy,6,summer
2020-06-27,Hue,51.13,31.9,72.9,15.3,1007.3,Heavy,6,summer
2020-06-29,Danang,163.57,30.6,88.9,25.5,1016.4,Heavy,6,summer
2020-06-30,Hanoi,122.66,23.6,96.3,27.6,1017.7,Heavy,6,summer
2020-07-11,Hue,83.49,24.8,45.2,32.8,1017.5,Heavy,7,summer
2020-07-23,Hue,148.06,29.1,59.3,30.8,998.8,Heavy,7,summer
2020-07-29,Hue,53.58,33.0,67.0,12.7,1017.4,Heavy,7,summer
2020-08-04,Danang,57.96,26.6,98.8,28.2,1008.0,Heavy,8,summer
2020-08-05,Hcmc,122.9,20.7,86.8,33.1,992.6,Heavy,8,summer
2020-08-12,Hanoi,76.44,28.3,44.2,2.6,998.4,Heavy,8,summer
2020-08-14,Can Tho,63.28,25.7,75.4,26.0,1002.8,Heavy,8,summer
2020-08-14,Hanoi,110.28,25.9,81.8,1.2,1006.9,Heavy,8,summer
2020-08-16,Danang,111.1,19.9,46.5,33.3,992.8,Heavy,8,summer
2020-08-17,Hcmc,87.59,30.4,93.6,27.9,1018.1,Heavy,8,summer
2020-08-24,Hanoi,135.39,28.1,83.3,25.9,1014.1,Heavy,8,summer
2020-09-02,Hue,171.98,19.7,42.3,25.5,1007.2,Heavy,9,autumn
2020-09-12,Danang,93.01,27.0,47.3,0.9,1012.7,Heavy,9,autumn
2020-09-16,Hanoi,193.3,26.3,98.9,24.0,996.4,Heavy,9,autumn
2020-09-18,Danang,104.69,32.8,90.1,20.8,996.8,Heavy,9,autumn
2020-09-27,Danang,171.17,26.3,76.2,21.7,1017.1,Heavy,9,autumn
2020-09-27,Hcmc,91.55,34.1,70.0,3.7,1019.9,Heavy,9,autumn
2020-10-04,Danang,147.24,32.7,73.8,34.0,1016.4,Heavy,10,autumn
2020-10-05,Can Tho,184.08,24.9,76.8,22.1,990.6,Heavy,10,autumn
2020-10-10,Danang,130.5,22.7,98.0,11.8,1006.4,Heavy,10,autumn
2020-11-03,Hanoi,173.34,36.4,50.5,3.7,1001.8,Heavy,11,autumn
2020-11-08,Can Tho,93.44,18.4,87.5,18.6,1005.0,Heavy,11,autumn
2020-11-10,Can Tho,198.0,22.6,69.8,9.6,996.1,Heavy,11,autumn
2020-11-10,Hue,13.48,37.1,91.4,22.9,996.6,Light,11,autumn
2020-11-15,Hcmc,85.7,23.9,68.2,32.1,990.0,Heavy,11,autumn
2020-11-28,Hanoi,14.26,21.3,88.9,11.0,998.2,Light,11,autumn
2020-12-07,Hue,72.71,26.2,63.0,0.7,1015.9,Heavy,12,winter
2020-12-10,Danang,41.11,32.3,45.2,34.4,1014.6,Moderate,12,winter
2020-12-22,Hue,85.63,34.4,91.3,31.6,1005.1,Heavy,12,winter
2020-12-22,Can Tho,11.69,25.1,82.7,37.6,993.2,Light,12,winter
2021-01-14,Hanoi,108.56,31.4,70.3,15.8,1009.3,Heavy,1,winter
2021-01-20,Danang,143.29,25.4,79.5,28.1,993.9,Heavy,1,winter
2021-01-22,Danang,180.48,31.6,61.5,24.7,1003.8,Heavy,1,winter
2021-02-06,Can Tho,90.37,35.4,57.2,1.3,1008.5,Heavy,2,winter
2021-02-08,Danang,158.84,30.3,77.0,6.4,994.8,Heavy,2,winter
2020-01-01,Danang,52.76,29.8,70.6,16.3,1015.0,Heavy,1,winter
2020-01-12,Can Tho,32.9,29.0,57.0,8.4,1015.3,Moderate,1,winter
2020-01-19,Can Tho,79.37,18.1,53.3,2.8,1004.9,Heavy,1,winter
2020-01-25,Hue,166.86,35.4,86.9,21.7,1004.7,Heavy,1,winter
2020-02-01,Can Tho,13.69,21.8,60.6,25.8,991.8,Light,2,winter
2020-02-16,Hue,66.17,31.8,86.1,23.7,1013.5,Heavy,2,winter
2020-02-27,Can Tho,187.73,37.8,84.3,2.3,991.3,Heavy,2,winter
2020-03-05,Hcmc,83.31,32.0,82.2,2.5,1000.9,Heavy,3,spring
2020-03-07,Hcmc,153.33,36.1,59.5,24.3,1006.8,Heavy,3,spring
2020-03-08,Hue,117.63,27.3,48.3,21.8,1017.8,Heavy,3,spring
2020-03-09,Danang,55.97,30.7,58.6,4.2,1002.8,Heavy,3,spring
2020-03-22,Danang,116.78,33.3,56.1,33.6,994.7,Heavy,3,spring
2020-03-23,Hue,41.23,20.0,75.5,14.5,1003.4,Moderate,3,spring
2020-03-26,Danang,80.88,31.2,74.7,27.8,995.4,Heavy,3,spring
2020-04-04,Hcmc,4.04,21.5,87.1,3.2,1017.7,Light,4,spring
2020-04-06,Can Tho,80.14,32.2,63.1,4.1,990.6,Heavy,4,spring
2020-04-08,Can Tho,77.58,18.1,46.5,30.2,1004.7,Heavy,4,spring
2020-04-11,Hcmc,169.98,29.2,64.8,1.7,1008.5,Heavy,4,spring
2020-04-19,Hue,0.46,32.6,59.4,14.4,994.0,Light,4,spring
2020-04-28,Hue,135.81,31.3,51.8,1.9,1001.5,Heavy,4,spring
2020-05-09,Can Tho,36.85,32.6,83.0,34.1,996.2,Moderate,5,spring
2020-05-15,Hue,10.44,21.3,91.5,2.6,993.2,Light,5,spring
2020-06-04,Hcmc,50.95,32.4,76.2,24.1,1018.5,Heavy,6,summer
2020-07-18,Danang,59.82,37.6,61.1,37.5,1010.7,Heavy,7,summer
2020-07-28,Can Tho,80.56,30.9,90.1,12.2,1011.5,Heavy,7,summer
2020-08-07,Danang,8.24,21.2,93.9,4.9,1019.9,Light,8,summer
2020-08-26,Hue,173.46,18.7,63.7,21.1,1005.9,Heavy,8,summer
2020-08-31,Can Tho,157.1,21.5,82.0,0.6,1019.2,Heavy,8,summer
2020-09-11,Danang,55.13,22.5,47.0,10.6,1008.4,Heavy,9,autumn
2020-09-14,Hue,79.45,24.2,76.4,18.4,993.4,Heavy,9,autumn
2020-09-19,Hcmc,190.07,20.7,56.1,16.7,1001.2,Heavy,9,autumn
2020-09-30,Danang,157.84,24.5,97.1,34.3,997.7,Heavy,9,autumn
2020-10-30,Danang,6.26,22.6,76.7,23.7,1019.7,Light,10,autumn
2020-11-01,Danang,142.92,19.2,43.2,14.1,1005.5,Heavy,11,autumn
2020-11-10,Hcmc,199.35,37.8,65.9,32.7,990.0,Heavy,11,autumn
2020-11-16,Hue,63.92,22.6,88.0,25.9,1002.6,Heavy,11,autumn
2020-11-24,Hcmc,47.49,24.6,63.6,37.9,1007.1,Moderate,11,autumn
2020-11-29,Hcmc,110.35,23.3,88.0,24.1,1010.5,Heavy,11,autumn
2020-12-01,Hanoi,126.57,30.5,63.6,13.0,1002.0,Heavy,12,winter
2020-12-30,Danang,50.29,20.4,82.2,39.0,1002.7,Heavy,12,winter
2020-12-31,Hcmc,65.24,20.8,41.8,29.4,1006.1,Heavy,12,winter
2021-01-05,Hanoi,148.37,29.7,42.5,33.1,1015.8,Heavy,1,winter
2021-01-13,Hue,79.49,18.1,84.7,22.8,1007.2,Heavy,1,winter
2021-01-14,Danang,80.89,28.9,50.2,7.7,1013.9,Heavy,1,winter
2021-01-21,Hcmc,26.31,30.7,89.4,5.3,1003.5,Moderate,1,winter
2021-01-21,Can Tho,110.23,31.3,80.0,37.7,1011.8,Heavy,1,winter
2021-02-15,Hanoi,175.3,36.9,52.2,36.2,1005.3,Heavy,2,winter
2021-02-18,Hcmc,132.8,37.2,91.6,8.3,996.7,Heavy,2,winter
2020-01-13,Danang,114.28,24.9,53.8,36.0,997.6,Heavy,1,winter
2020-01-17,Danang,41.62,28.7,69.0,8.6,990.1,Moderate,1,winter
2020-01-20,Hcmc,181.92,35.3,84.6,8.0,991.1,Heavy,1,winter
2020-01-23,Danang,19.05,19.6,85.9,12.4,990.3,Light,1,winter
2020-01-31,Hue,166.64,30.6,96.9,6.8,1004.1,Heavy,1,winter
2020-02-20,Danang,61.82,25.3,60.6,1.5,1002.5,Heavy,2,winter
2020-03-01,Hcmc,87.54,35.1,73.2,26.2,1012.3,Heavy,3,spring
2020-03-07,Can Tho,132.99,37.9,94.8,37.4,1007.2,Heavy,3,spring
2020-03-07,Can Tho,4.43,32.4,99.9,4.8,998.4,Light,3,spring
2020-03-09,Can Tho,180.74,18.8,60.6,2.4,1013.2,Heavy,3,spring
2020-03-10,Hanoi,97.69,28.2,47.9,27.7,996.7,Heavy,3,spring
2020-03-12,Hue,129.31,36.4,59.7,35.7,1000.8,Heavy,3,spring
2020-03-14,Hue,167.61,35.6,65.5,29.5,1005.0,Heavy,3,spring
2020-04-17,Can Tho,147.25,26.5,99.8,20.5,991.9,Heavy,4,spring
2020-04-24,Can Tho,84.17,26.8,51.5,28.5,996.5,Heavy,4,spring
2020-05-03,Hcmc,92.21,25.4,82.7,20.3,1001.3,Heavy,5,spring
2020-05-07,Can Tho,115.25,29.7,86.0,34.5,1019.9,Heavy,5,spring
2020-05-09,Danang,71.81,25.6,68.8,23.7,1000.2,Heavy,5,spring
2020-05-12,Hue,92.8,25.1,95.9,12.4,1000.7,Heavy,5,spring
2020-05-14,Can Tho,145.06,31.8,50.5,5.9,1007.8,Heavy,5,spring
2020-05-25,Hue,113.74,30.0,77.7,29.3,997.9,Heavy,5,spring
2020-06-04,Hue,86.82,21.5,66.1,37.1,990.8,Heavy,6,summer
2020-06-05,Hue,197.68,22.5,63.1,20.0,1002.6,Heavy,6,summer
2020-06-10,Hanoi,141.07,23.2,98.9,10.7,1001.6,Heavy,6,summer
2020-07-11,Danang,191.24,34.8,60.1,34.4,1018.5,Heavy,7,summer
2020-07-20,Can Tho,138.39,30.6,83.3,14.9,1013.5,Heavy,7,summer
2020-07-23,Can Tho,67.2,29.1,48.3,5.6,995.5,Heavy,7,summer
2020-07-26,Hcmc,79.82,37.6,83.4,8.2,998.6,Heavy,7,summer
2020-08-03,Can Tho,119.13,36.5,92.6,36.9,1017.2,Heavy,8,summer
2020-08-13,Danang,8.87,21.9,82.0,9.5,1005.6,Light,8,summer
2020-09-02,Can Tho,152.75,19.3,65.0,39.2,1017.7,Heavy,9,autumn
2020-09-23,Hue,21.95,30.8,97.0,16.8,1015.5,Moderate,9,autumn
2020-10-17,Hanoi,11.04,28.4,88.1,33.1,999.9,Light,10,autumn
2020-10-20,Hcmc,44.28,30.1,98.7,16.3,1014.4,Moderate,10,autumn
2020-11-14,Hcmc,88.97,20.3,93.1,37.0,1006.5,Heavy,11,autumn
2020-12-08,Danang,170.59,24.0,49.6,0.6,1010.5,Heavy,12,winter
2020-12-20,Hanoi,148.4,21.0,65.1,23.1,1009.0,Heavy,12,winter
2020-12-29,Can Tho,128.61,32.4,55.3,37.8,997.9,Heavy,12,winter
2021-01-04,Danang,112.75,23.5,64.0,32.1,994.0,Heavy,1,winter
2021-01-06,Hcmc,103.02,30.8,70.2,11.6,1018.8,Heavy,1,winter
2021-02-10,Hue,21.66,25.9,65.2,3.1,1004.4,Moderate,2,winter
2020-01-26,Can Tho,169.05,35.2,47.7,33.1,1017.5,Heavy,1,winter
2020-02-27,Hcmc,193.5,33.7,60.4,24.7,1011.3,Heavy,2,winter
2020-03-19,Danang,117.69,28.6,90.8,25.1,997.5,Heavy,3,spring
2020-04-02,Hanoi,147.27,19.1,67.9,19.4,993.9,Heavy,4,spring
2020-04-09,Danang,180.71,21.6,52.6,39.2,1017.8,Heavy,4,spring
2020-04-12,Can Tho,6.47,18.2,42.5,15.9,1012.6,Light,4,spring
2020-04-29,Hue,100.97,34.8,62.2,19.8,998.4,Heavy,4,spring
2020-05-01,Hue,148.54,32.9,97.0,13.7,995.2,Heavy,5,spring
2020-05-02,Can Tho,71.75,27.8,84.3,22.8,1012.0,Heavy,5,spring
2020-05-04,Hcmc,96.03,29.2,85.6,4.7,1009.4,Heavy,5,spring
2020-05-05,Hanoi,32.29,35.2,44.0,10.2,1007.7,Moderate,5,spring
2020-05-16,Hue,17.11,35.5,53.8,32.5,1019.3,Light,5,spring
2020-06-04,Can Tho,134.5,33.4,96.6,11.1,1008.5,Heavy,6,summer
2020-06-06,Can Tho,87.35,24.5,64.9,25.0,1016.3,Heavy,6,summer
2020-06-20,Hcmc,116.69,20.7,83.7,4.1,996.5,Heavy,6,summer
2020-07-04,Hanoi,93.87,32.2,47.6,24.4,1015.3,Heavy,7,summer
2020-07-05,Hue,126.98,32.4,77.9,6.1,1012.0,Heavy,7,summer
2020-07-23,Danang,194.48,36.7,53.6,16.1,993.4,Heavy,7,summer
2020-07-25,Can Tho,124.19,30.2,63.6,16.5,1008.8,Heavy,7,summer
2020-07-26,Hue,123.2,30.4,88.6,5.6,1014.0,Heavy,7,summer
2020-07-29,Hanoi,155.52,26.8,42.5,30.0,1010.2,Heavy,7,summer
2020-07-29,Hcmc,130.47,19.5,73.3,38.2,1005.5,Heavy,7,summer
2020-08-05,Hcmc,59.38,37.7,89.7,31.8,993.9,Heavy,8,summer
2020-08-11,Hanoi,9.24,35.9,65.9,18.3,1014.1,Light,8,summer
2020-08-25,Hcmc,80.1,18.4,49.7,11.4,1001.4,Heavy,8,summer
2020-09-06,Hanoi,62.88,23.6,53.1,24.8,995.0,Heavy,9,autumn
2020-09-12,Hue,67.49,18.3,54.2,30.0,996.3,Heavy,9,autumn
2020-09-18,Hcmc,84.53,19.6,45.0,18.1,1005.9,Heavy,9,autumn
2020-09-28,Hue,20.64,28.1,95.8,26.0,996.6,Moderate,9,autumn
2020-10-01,Hcmc,133.8,35.9,53.4,18.1,1001.0,Heavy,10,autumn
2020-10-03,Hue,87.79,20.4,60.3,15.5,1005.1,Heavy,10,autumn
2020-10-12,Danang,12.22,36.0,53.9,9.0,991.5,Light,10,autumn
2020-10-12,Hanoi,46.72,35.7,49.5,27.4,992.1,Moderate,10,autumn
2020-11-06,Hue,109.97,30.1,41.1,32.9,1011.6,Heavy,11,autumn
2020-11-15,Hanoi,33.57,22.7,60.6,17.7,990.6,Moderate,11,autumn
2020-12-03,Hue,110.55,30.5,52.3,1.4,1017.0,Heavy,12,winter
2020-12-17,Hanoi,33.45,28.2,94.4,25.4,990.8,Moderate,12,winter
2020-12-20,Hcmc,165.12,19.7,45.8,16.3,991.0,Heavy,12,winter
2020-12-21,Danang,115.01,34.8,93.1,28.3,992.9,Heavy,12,winter
2020-12-23,Danang,134.84,30.7,86.6,11.9,1014.5,Heavy,12,winter
2021-01-03,Hcmc,188.32,31.1,76.6,34.5,1010.9,Heavy,1,winter
2021-01-29,Hue,36.17,34.5,99.8,39.6,994.9,Moderate,1,winter
2021-02-05,Can Tho,127.51,21.1,87.8,23.5,997.0,Heavy,2,winter
2020-01-10,Hue,90.34,20.3,48.5,23.4,996.6,Heavy,1,winter
2020-01-18,Danang,168.65,34.9,74.2,17.5,1018.5,Heavy,1,winter
2020-01-30,Danang,68.83,18.7,99.8,0.6,997.7,Heavy,1,winter
2020-02-04,Hanoi,163.06,35.7,71.4,27.5,1012.1,Heavy,2,winter
2020-02-15,Can Tho,99.49,34.2,91.2,37.7,1004.2,Heavy,2,winter
2020-02-29,Hanoi,62.6,28.7,59.6,5.9,994.3,Heavy,2,winter
2020-03-19,Hue,34.59,33.2,46.9,35.3,1015.0,Moderate,3,spring
2020-04-02,Hcmc,106.95,32.6,58.5,17.5,1018.1,Heavy,4,spring
2020-04-02,Hcmc,148.72,25.0,95.0,35.1,1011.5,Heavy,4,spring
2020-04-05,Danang,165.09,29.8,45.3,39.5,998.5,Heavy,4,spring
2020-04-12,Hcmc,136.36,35.7,69.0,33.9,1000.3,Heavy,4,spring
2020-04-17,Hcmc,128.51,31.2,40.6,1.7,1002.9,Heavy,4,spring
2020-04-27,Danang,118.18,30.9,43.3,17.8,1009.8,Heavy,4,spring
2020-04-27,Hue,67.09,37.8,75.2,0.5,1011.2,Heavy,4,spring
2020-05-24,Danang,122.93,37.9,49.3,29.7,990.2,Heavy,5,spring
2020-05-26,Can Tho,56.17,36.3,98.5,6.5,1012.6,Heavy,5,spring
2020-06-02,Danang,47.07,19.6,53.3,27.6,1017.7,Moderate,6,summer
2020-06-05,Hanoi,34.79,30.3,42.6,21.0,1014.8,Moderate,6,summer
2020-06-07,Hcmc,124.62,22.6,50.7,16.7,1016.6,Heavy,6,summer
2020-06-12,Can Tho,39.4,34.8,73.2,20.2,1019.1,Moderate,6,summer
2020-06-19,Hanoi,18.45,24.7,68.8,19.4,1015.3,Light,6,summer
2020-07-02,Hcmc,194.08,37.1,68.3,20.9,993.0,Heavy,7,summer
2020-07-28,Danang,144.73,18.9,44.6,1.8,1010.7,Heavy,7,summer
2020-08-15,Can Tho,126.93,36.6,50.7,3.7,1001.8,Heavy,8,summer
2020-09-13,Danang,2.87,31.5,44.7,34.4,1000.3,Light,9,autumn
2020-09-24,Hue,14.98,31.2,62.2,35.2,1014.1,Light,9,autumn
2020-09-24,Danang,9.4,34.9,80.3,39.7,999.3,Light,9,autumn
2020-09-29,Hanoi,159.36,20.8,61.7,18.1,1011.5,Heavy,9,autumn
2020-10-03,Danang,110.18,31.3,48.0,16.1,1007.6,Heavy,10,autumn
2020-10-22,Hue,28.01,33.4,40.0,37.5,995.9,Moderate,10,autumn
2020-10-22,Hue,56.69,33.3,98.7,25.4,991.2,Heavy,10,autumn
2020-10-23,Hue,135.38,33.3,99.6,14.3,1013.3,Heavy,10,autumn
2020-10-27,Hue,181.9,18.4,41.9,37.7,1015.6,Heavy,10,autumn
2020-11-13,Can Tho,176.51,31.2,72.8,1.4,1015.9,Heavy,11,autumn
2020-11-25,Danang,43.46,33.6,73.7,4.5,1016.7,Moderate,11,autumn
2020-11-25,Hcmc,134.78,29.9,95.9,1.6,1015.6,Heavy,11,autumn
2020-11-28,Hue,147.27,24.6,71.6,31.5,1011.3,Heavy,11,autumn
2020-12-01,Can Tho,64.72,21.4,57.7,19.3,1002.7,Heavy,12,winter
2020-12-09,Danang,128.04,29.8,64.4,16.9,1017.7,Heavy,12,winter
2020-12-31,Hcmc,136.69,30.6,88.0,4.7,993.7,Heavy,12,winter
2021-01-07,Can Tho,78.99,36.0,63.2,20.9,1012.3,Heavy,1,winter
2021-01-11,Danang,90.69,20.5,61.7,7.8,993.8,Heavy,1,winter
2021-01-15,Hcmc,196.28,31.4,95.8,20.6,1004.7,Heavy,1,winter
2021-01-26,Can Tho,55.41,32.4,76.2,17.5,1008.3,Heavy,1,winter
2021-01-26,Hanoi,177.19,19.2,74.0,18.9,1007.5,Heavy,1,winter
2021-01-27,Hue,26.24,36.9,89.5,28.0,995.1,Moderate,1,winter
